candidate_id,review_url,start_seconds,end_seconds,verification_status,transcript_snippet
hcl_ivey_dwan_garrett_040,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=11847s,11847,12057,needs_manual_verification,now drills the NS on the turn going to run it twice I heard Matt bery there Eli GNA go Dr Eli unfor that's it for me guys thank you good I'll see you next time good game doctor so B I'm not going to say who I just uh was informed that we got a special guest coming here soon to join the table but I'm not going to say who it is now the chat if they want they could uh put their guesses out but they're just going to have to wait for [Applause] it can I can I so Nick I I am also aware of the special 
hcl_ivey_dwan_garrett_041,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=12066s,12066,12276,needs_manual_verification,but you gave some type of information I guess right it's a bad River card too BL I mean it just it's kind of crazy to Bluff that that card at the end people are going to slow down a lot too confusing 30 oh you broke my heart I wonder if that's going to tilt lucky a little bit too Los youself what l400 [Applause] for [Applause] Garrett opens luck he's going to three bet he does have a legit hand though he's got king queen but I don't think Garrett's going to be going anywhere and
hcl_ivey_dwan_garrett_042,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=12310s,12310,12520,needs_manual_verification,limps I was waiting for you to fire the river you [Applause] l no Chris is going to turn a hard draw here and he's going to bet I like it's get a little interesting because I think I's going to call and out short really great can I see can I see menu and there is the gutter the bottom end of it
hcl_ivey_dwan_garrett_043,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=12664s,12664,12874,needs_manual_verification,yeah whoa Lucky's going to check race here on a three on the turn see if Garrett's going to put it together went check back on flop yeah lucky is out of position here and Garrett is going to continue here Lu just gave up lik the bomb to turn and give up in the river I don't know if it's the greatest strategy spray on the pan no I mean some some really gross and I was just eating them for like months or whatever and I I wasn't feeling great and then I started noticing like if I don't eat the eggs
hcl_ivey_dwan_garrett_044,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=12876s,12876,13086,needs_manual_verification,start talking never fold down I know that's what I'm leaning heavily towards just want to think about it f give me the money I'll take the I'll take the 15 I'm happy you're going to get this either [Applause] way hold on wait huh I didn't say anything I said you're about to get all this money either way that's all I said look it's delicious take take tips he asked Lou can I win this hand I don't think I
hcl_ivey_dwan_garrett_045,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=13141s,13141,13351,needs_manual_verification,call luck he's gonna win another one off [Applause] so Garrett you're the you're the only California local here uh CH I live where you where are located what about yourself Manhattan Beach Manhattan Beach oh it's awesome there 100 a lot of a lot of action over there in Manhattan Beach South South Bay is where I would want to live 2000 I love I love um Palace veres pal ver is legit I'm a big Runner so I run bike and
hcl_ivey_dwan_garrett_046,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=13416s,13416,13626,needs_manual_verification,he generally does in this position or is he just going to call looks like he's just going to call but what he that's his thing goes up to 5K it's got to be couple months old and of course if you picked up on night put a lot of pressure Hotel in San Francisco I's just going to call a hotel here in an eight here Chris is going to just check it back give him a free one wow iy's just going to give [Applause] up I'm
hcl_ivey_dwan_garrett_047,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=13635s,13635,13845,needs_manual_verification,"strle here we go is that 16 I'm just straddle double straddle here so 16 there's like six blinds out of eight players five or six blinds Dylan here Queen Jacker club's going to bring it in here for a raise [Applause] think Jacks not a chance ja this Chris going to defend and all of a sudden we get a huge pot going or over 10,000 because of this double straddle here just single raise and a"
hcl_ivey_dwan_garrett_048,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=13850s,13850,14060,needs_manual_verification,Garrett tries the bluff and gets two calls little does he know probably if he fired again here he' win I cannot say for sure he would win with lucky with second pair but he should win with his with this Barrel yeah this is a good disconnected I mean it's time to do it yeah good disconnected Barrel he going to Barrel again and he's going to get through so there it is picking it off being aware of the situation of the BET [Applause] call B I'm guessing you're Raider son oh yeah Pittsburgh yeah you
hcl_ivey_dwan_garrett_049,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=14091s,14091,14301,needs_manual_verification,"berky rais him with the back doors and a snap call here from [Applause] Lucky oh and the turn is a 10 so Matt berky picks up the best hand [Applause] he's going to bet 16,000 and a call here again a snap call here from Lucky 74,000 To The River and the river is an eight lucky with two pair and Lucky's going to block at the end here lucky man 18,000 luy"
hcl_ivey_dwan_garrett_050,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=14310s,14310,14520,needs_manual_verification,back we've seen Dylan definitely call down with a high before so let's see if he's going to do it here against dur from out of position doesn't have a good Ace I've been watching stor but he is going to call I guess uh because of the 25th anniversary they see if dur going to put in the barrel here or maybe do a delayed double barrel 2 EVC and he's going to check so I assume that if it gets checked to him on the river he's going to Bluff delay double barrel Force just checking back turn and then 
hcl_ivey_dwan_garrett_051,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=14823s,14823,15033,needs_manual_verification,raising it up with poad deces Juan just Flats the button with ace4 suited he's not going to go anywhere my favorite SL I saw them was at um Hangout Festival in Alabama Hangout Festival yeah so what they do is you know the golf stores in Alabama between Florida and Alabama There's this whole strip of the gulf and it's a bunch of beaches what they do is they take over two of the beaches and they put the entire Festival up on the beach so on one side is the water and then you got a bunch of stages 
hcl_ivey_dwan_garrett_052,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=15039s,15039,15249,needs_manual_verification,way that you played Queen tenis going to have to call and he calls it he knows it yep yeah unfortunate Chris nothing you do can't get out of the way of that train till like 9:00 what time is [Applause] it Dylan's come back a little bit you know like I said he lost that big big pot to Tom toan and maybe the first hour and a half of the show when he back raised with pocket threes free flop had E King suited and they ran it once and ace high won it's weird man he just had that dirty thought look in
hcl_ivey_dwan_garrett_053,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=15274s,15274,15484,needs_manual_verification,things going on here obviously the board favors him he's definitely going to bet obviously we're going to see chrish [Applause] continue there's a spade here for berky see if he continues to apply pressure [Applause] here fr's kicker no longer going to play with the pair of nines out there too I think this is a spot where people will kind of start to over fold Nick because they were like well am I just calling a chop yeah 15K here so Burke with a full
hcl_ivey_dwan_garrett_054,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=15656s,15656,15866,needs_manual_verification,way so D's going to bring it in for a raise here and Garrett just flat calls on the button King jack off he's usually going to do a fair amount of three betting take that one and call and going to see the blinds come in look I saw I saw the story briefly and Garrett drills trip Jacks here once you got you got to slow down doesn't look like anyone really has any on wait what do you mean when you get in the NBA the NBA you got to slow down the spending like you're they're used to spending so much 
hcl_ivey_dwan_garrett_055,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=15872s,15872,16082,needs_manual_verification,"really be scared of King King no three bet pre flop and you wouldn't even think Garrett has Ace Queen here just a run good 5,000 here from this might be is going to make a move too I'm sure he had planned on check raising at some point but now he's just going to call so he obviously has outs and the river a jack so Tom DW makes quads here he now has the best hand Garrett with the ace Queen is only 16.4k cuz there was no three bet it was just a check call check call what a sick River what is D th"
hcl_ivey_dwan_garrett_056,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=16116s,16116,16326,needs_manual_verification,seen aigg I also don't think Nick dur would ever turn just one Jack into a bluff sometimes we see that on flushing boards where somebody will turn trips into gra a full house I think he would just check call down call so I think he can take that out the fact that dur ever has trip Jacks here [Applause] only especially when Garrett over bet the river I think that would be a square call for danan with like a hand like Queen Jack going to have to go to another time chip this is this is a big this t
hcl_ivey_dwan_garrett_057,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=16350s,16350,16560,needs_manual_verification,"takes one push let's go I got 23,000 probably just going to jam it all in Ace H hand I mean I think that if that hand plays out as a three betat pre like I said Garrett does 95% of the time St might get in there yeah yeah Ted doesn't feel good I [Applause] understand other than that I'm out performing all you guys lucky here with Kings he's going to limp in balanced limping range cuz he's limping with a lot of hands he might get somebody to try to ISO raise him and"
hcl_ivey_dwan_garrett_058,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=16562s,16562,16772,needs_manual_verification,club what did you have I have a flush on the turn I'm taking all your money well now you fo I'll take your money I'm taking all your money but I'm GNA use the time clock if you need to think I'll give him one guess what you're not capable of offing all right thanks man well just like we thought I cosigned the guy who DM box no joke I am literally getting paid 100 Grand on that River any card except the club I had Jack you had Jack Jack Jack all right Bucky what's the BET right now that he's flin
hcl_ivey_dwan_garrett_059,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=16799s,16799,17009,needs_manual_verification,be true he CLA he makes like uh maybe outside China to1 million bets apparently he's all he has an Instagram that he we he does that unless he's under the table you can't bet that much want be like oh he never turn up and down open-ended after being the Razer CHR is a non-believer he's going to call the turn here with four I went check check on the Block River rolls off a back door flush and I would assume that D's going to put in here after it went check check and then check on turn probably do
hcl_ivey_dwan_garrett_060,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=17026s,17026,17236,needs_manual_verification,"here Y and chock up another one for dur what a sick flop Che I wish I had bet it yeah you would want way bigger [Applause] P he sorry you back yeah all right yo give me a rack he tough bro tough come on bro I'm looking for Tom bro who are you ding giving him a needle in the background there you still watch this guy put in 500,000 with 10 d off that was when they're F sorry I didn't there that was when they F there that's before is STS is bust up"
hcl_ivey_dwan_garrett_061,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=17424s,17424,17634,needs_manual_verification,"watching these guys with Millions like how the hell Berk's going to bet in a very quick call here chrish calls down for 16,000 16,000 at the end a full pot siiz bet berki with a nice value bet there with the 108 you know the chips they're like plastic they're blue white red what do you mean you just buy them bicycle $6 $7 it's all that's all you Lauren to you going the 400 thank you"
hcl_ivey_dwan_garrett_062,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=17646s,17646,17856,needs_manual_verification,Garrett's got some back doors here with his King Queen of Diamonds turn is a nine now lucky with a nine Garrett does turn though a gut her check check he takes a card 100 and a little oneir bet here by lucky and I can actually see all three options being open here for Garrett but he just folds I thought maybe maybe he' think make a hero called bust on clubs but he makes the right decision once again and by far Garrett has probably been put in the most precarious spots over these two nights he's 
hcl_ivey_dwan_garrett_063,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=17889s,17889,18099,needs_manual_verification,Vegas that was like everyone's 100 big blinds deep fold in every hand yeah so it's like you know you're torching money if you're actually around like for sure for sure yeah sorry what was this I don't like that there was a WPT cash game where everyone was like 100 big lines deep and it was all like Superstars that study 12 hours a day you know like that shit's just no fun like you know you're torturing money if you don't play snug and stuff I don't like that yeah g only study six hours a day so 
hcl_ivey_dwan_garrett_064,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=18170s,18170,18380,needs_manual_verification,the hand you want to play and you're like oh got to fold it again got you know like I always like playing way more hands than I should I don't care if I'm losing small on but limp in here with a jack of diamonds is he going to limp toring a lot up see a couple of these guys limp raay out of the blinds like they're going Lim with a lot of hands and you can't just are so good in China now they're not that good I mean like your guys game is good but I'm sure if I asked maybe I could get one or two 
hcl_ivey_dwan_garrett_065,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=18443s,18443,18653,needs_manual_verification,"from Lucky to 4,000 and Dylan just Flats the button with Queen Jack and diamonds and Dylan here has flopped the flush draw these two love to seem to go at it Lucky's just checked I don't know if this is going to be enough for him to continue though 5300 5,300 yeah he's just going to get away from [Applause] it again if you're new to the show we stream cash games every Monday through Friday for five hours 6 hours on Friday and then of course we have special shows like this one yeah where we'll go"
